Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL7005,,0,235.27,0,1.01,5,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,EC50,'=',8400.0,nM,5.08,,,UO_0000065,,,,,False,CHEMBL4054625,Antiviral activity against Influenza B virus B/Ned/537/05 infected in MDCK cells assessed as inhibition of viral-induced cytopathic effect measured after 3 to 6 days post infection by formazan-based colorimetric assay,F,BAO_0000219,cell-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4052640,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL469804,,0,465.93,0,3.40,26,Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CC(N)=O)[nH]c3ccc(Cl)c(F)c23)c1,EC50,'>',4000.0,nM,,,,UO_0000065,,,,,False,CHEMBL954280,Antiviral activity against influenza B virus in MDCK cells assessed as reduction of virus-induced cytopathicity by MTS method,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1153955,1,Scientific Literature,J. Med. Chem.,2009,CHEMBL3308370,
CHEMBL502565,,0,484.0,0,2.68,31,Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)CS(N)(=O)=O)[nH]c3ccc(Cl)cc23)c1,EC50,'>',4000.0,nM,,,,UO_0000065,,,,,False,CHEMBL954279,Antiviral activity against influenza B virus in MDCK cells assessed as reduction of virus-induced cytopathicity by visual cytopathic effect scoring method,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1153955,1,Scientific Literature,J. Med. Chem.,2009,CHEMBL3308370,
CHEMBL1643,RIBAVIRIN,4,244.21,0,-3.01,Ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,EC50,'=',4800.0,nM,5.32,,,UO_0000065,,,,,False,CHEMBL954280,Antiviral activity against influenza B virus in MDCK cells assessed as reduction of virus-induced cytopathicity by MTS method,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1153955,1,Scientific Literature,J. Med. Chem.,2009,CHEMBL3308370,
CHEMBL959,RIMANTADINE,4,179.31,0,2.55,Rimantadin,CC(N)C12CC3CC(CC(C3)C1)C2,EC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL954280,Antiviral activity against influenza B virus in MDCK cells assessed as reduction of virus-induced cytopathicity by MTS method,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1153955,1,Scientific Literature,J. Med. Chem.,2009,CHEMBL3308370,
CHEMBL1643,RIBAVIRIN,4,244.21,0,-3.01,Ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,EC50,'=',2400.0,nM,5.62,,,UO_0000065,,,,,False,CHEMBL3122998,Antiviral activity against Influenza B virus by cytopathy assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3120115,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL4289316,,0,1612.37,None,None,2g,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc(COc6cccc7ccccc67)nn5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(O)N[C@H]3C(=O)N[C@H]2C(=O)N[C@@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,EC50,'=',15000.0,nM,4.82,,,UO_0000065,,,,,False,CHEMBL4275431,Antiviral activity against Influenza B virus B/HK/05/72 infected in MDCK cells assessed as reduction in virus-induced cytopathic effect after 3 days by microscopic method,F,BAO_0000218,organism-based format,Influenza B virus (B/Hong Kong/05/1972),None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4270630,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4280503,,0,1728.48,None,None,2h,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](n5cc(COC[C@H]6O[C@@H]7OC(C)(C)O[C@@H]7[C@H]7OC(C)(C)O[C@H]76)nn5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(O)N[C@H]3C(=O)N[C@H]2C(=O)N[C@@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,EC50,'=',39000.0,nM,4.41,,,UO_0000065,,,,,False,CHEMBL4275431,Antiviral activity against Influenza B virus B/HK/05/72 infected in MDCK cells assessed as reduction in virus-induced cytopathic effect after 3 days by microscopic method,F,BAO_0000218,organism-based format,Influenza B virus (B/Hong Kong/05/1972),None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4270630,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL221722,FAVIPIRAVIR,3,157.1,0,-0.58,T-705,NC(=O)c1nc(F)cnc1O,EC50,'=',1400.0,nM,5.85,,,UO_0000065,,,,,False,CHEMBL1677825,"Antiviral activity against adamantane-resistant zanamivir-,oseltamivir-susceptible Influenza B virus (B/Rochester/01/2001) infected in MDCK cells assessed as inhibition of viral replication after 3 days by microscopic analysis using crystal violet stain",F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1671691,1,Scientific Literature,Antimicrob. Agents Chemother.,2010,CHEMBL3308370,
CHEMBL221722,FAVIPIRAVIR,3,157.1,0,-0.58,T-705,NC(=O)c1nc(F)cnc1O,EC50,'=',1720.0,nM,5.76,,,UO_0000065,,,,,False,CHEMBL1677826,"Antiviral activity against oseltamivir-susceptible zanamivir-, adamantane-resistant Influenza B virus (B/Rochester/01/2001) harboring neuraminidase D198N mutant infected in MDCK cells assessed as inhibition of viral replication after 3 days by microscopic analysis using crystal violet stain",F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1671691,1,Scientific Literature,Antimicrob. Agents Chemother.,2010,CHEMBL3308370,
CHEMBL4286986,,0,2032.86,None,None,18,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](N5C(=O)C(SC[C@H]6O[C@@H]7OC(C)(C)O[C@@H]7[C@H]7OC(C)(C)O[C@@H]67)=C(SC[C@H]6O[C@@H]7OC(C)(C)O[C@@H]7[C@H]7OC(C)(C)O[C@@H]67)C5=O)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(O)N[C@H]3C(=O)N[C@H]2C(=O)N[C@@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,EC50,'=',4200.0,nM,5.38,,,UO_0000065,,,,,False,CHEMBL4275430,Antiviral activity against Influenza B virus B/Ned/537/05 infected in MDCK cells after 3 days by MTS assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4270630,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL489847,,0,312.44,0,4.09,125,Cc1cc(C)nc(N2C(=O)CSC2c2c(C)cccc2C)c1,EC50,'=',263310.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL2217219,Antiviral activity against influenza B virus,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL2216749,1,Scientific Literature,Bioorg. Med. Chem.,2012,None,
CHEMBL959,RIMANTADINE,4,179.31,0,2.55,Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2,EC50,'>',500000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL4155824,Antiviral activity against Influenza B virus B/Ned/537/05 infected in MDCK cells assessed as protection against virus-induced reduction in cell viability after 3 to 6 days by MTS assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4152296,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4159502,,0,1071.12,3,7.87,18,CCCCCCCCCCCCCCC(=O)Oc1ccc(COP(=O)(OCc2ccc(OC(=O)CCCC)cc2)OP(=O)(O)OC[C@H]2O[C@@H](n3cc(F)nc(C(N)=O)c3=O)[C@H](O)[C@@H]2O)cc1.CCN(CC)CC,EC50,'=',2800.0,nM,5.55,,,UO_0000065,,,,,False,CHEMBL4137195,Antiviral activity against Influenza virus B/Ned/537/05 infected in HGPRT deficient 6-thioguanine-resistant MDCK cells assessed as reduction in viral replication at 3 days post infection by formazan-based MTS assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4130627,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL1095984,,0,1459.35,None,None,7b,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,EC50,'=',32000.0,nM,4.5,,,UO_0000065,,,,,False,CHEMBL1121248,Antiviral activity against influenza B virus assessed as inhibition of viral induced cytopathic effect,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1158551,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1630311,,0,394.41,0,3.34,6,O=C(c1cccc(O)c1)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,EC50,'>',20.0,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL1639706,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity after 2 to 4 days by MTS assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL1629719,,0,512.72,2,8.07,19,CCCCCCCCCCCCCCCC(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,EC50,'>',100.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL1639706,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity after 2 to 4 days by MTS assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL1630306,,0,342.38,0,3.17,14,C=C(C)C(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,EC50,'>',100.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL1639705,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity by visual scoring of CPE,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL218567,,0,1009.0,None,None,13,COC(=O)C1=C[C@H](N=C(N)N)C(NC(C)=O)[C@H]([C@H](OC(=O)NCCCNC(=O)c2ccc(C(=O)NCCCNC(=O)O[C@H](C(O)CO)[C@@H]3OC(C(=O)O)=C[C@H](N=C(N)N)C3NC(C)=O)cc2)C(O)CO)O1,EC50,'=',0.00032,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL836458,Effective concentration required for reduction in plaque formation of influenza B/Hong Kong/5/72 virus strain by plaque reduction assays,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1143586,1,Scientific Literature,J. Med. Chem.,2005,None,
CHEMBL3120589,,0,614.65,2,3.43,2cAc,CC(=O)OC[C@H]1O[C@@H](n2c(-c3cccs3)cc(-c3cccs3)c(C#N)c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,EC50,'=',32000.0,nM,4.5,,,UO_0000065,,,,,False,CHEMBL3122998,Antiviral activity against Influenza B virus by cytopathy assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3120115,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL1095985,,0,1402.3,None,None,8b,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,EC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1121249,Antiviral activity against influenza B virus assessed as cell viability by cell based MTS assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1158551,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1095977,,0,1586.45,None,None,5a,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]6OC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,EC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1121248,Antiviral activity against influenza B virus assessed as inhibition of viral induced cytopathic effect,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1158551,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1095977,,0,1586.45,None,None,5a,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]6OC(C)=O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,EC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1121249,Antiviral activity against influenza B virus assessed as cell viability by cell based MTS assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1158551,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1095982,,0,1418.3,None,None,5b,COC(=O)[C@@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@H](n5cc(CO[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)nn5)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)[C@H](O)c4ccc(cc4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c(O)cc(O)cc21,EC50,'>=',45000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1121248,Antiviral activity against influenza B virus assessed as inhibition of viral induced cytopathic effect,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1158551,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL1630307,,0,378.41,0,3.64,2,O=C(c1ccccc1)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,EC50,'>',100.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL1639706,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity after 2 to 4 days by MTS assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL4288393,,0,1558.34,None,None,72,CC(=O)N[C@H]1[C@H](O[C@@H]2c3ccc(c(Cl)c3)Oc3cc4cc(c3O)Oc3ccc(cc3Cl)C[C@H]3NC(=O)[C@H](NS(=O)(=O)c5ccc(C)cc5)c5ccc(O)c(c5)Oc5cc(O)cc(c5)[C@H](NC3=O)C(=O)N[C@H]4C(O)N[C@H]3C(=O)N[C@H]2C(=O)N[C@@H](C(=O)O)c2cc(O)cc(O)c2-c2cc3ccc2O)O[C@H](CO)[C@@H](O)[C@@H]1O,EC50,'=',12000.0,nM,4.92,,,UO_0000065,,,,,False,CHEMBL4275430,Antiviral activity against Influenza B virus B/Ned/537/05 infected in MDCK cells after 3 days by MTS assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4270630,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL3120674,,0,307.74,0,3.63,1a,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccccn2)[nH]c1=O,EC50,'>',36000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3122998,Antiviral activity against Influenza B virus by cytopathy assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3120115,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL4290658,,0,1601.36,None,None,74,CC(=O)Nc1ccc(S(=O)(=O)N[C@H]2C(=O)N[C@@H]3Cc4ccc(c(Cl)c4)Oc4cc5cc(c4O)Oc4ccc(cc4Cl)[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4NC(C)=O)[C@H]4NC(=O)[C@H](NC(O)[C@@H]5NC(=O)[C@@H](NC3=O)c3cc(O)cc(c3)Oc3cc2ccc3O)c2ccc(O)c(c2)-c2c(O)cc(O)cc2[C@H](C(=O)O)NC4=O)cc1,EC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4275429,Antiviral activity against Influenza B virus B/Ned/537/05 infected in MDCK cells assessed as reduction in virus-induced cytopathic effect after 3 days by microscopic method,F,BAO_0000218,organism-based format,influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4270630,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL610322,,0,250.21,0,-1.77,6,O=c1ccc2nnn3c2n1C1O[C@H](C3)[C@@H](O)[C@H]1O,EC50,'=',28000.0,nM,4.55,,,UO_0000065,,,,,False,CHEMBL837709,Effective concentration required for antiviral activity against Influenza B virus,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1139438,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL3120676,,0,638.03,2,3.36,2aAc,CC(=O)OC[C@H]1O[C@@H](n2c(-c3ccccn3)cc(-c3ccc(Cl)cc3)c(C#N)c2=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,EC50,'>',3200.0,nM,,,,UO_0000065,,,,,False,CHEMBL3122998,Antiviral activity against Influenza B virus by cytopathy assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3120115,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL1290119,,0,325.37,0,3.95,2f,O=c1c2ccccc2nc(-c2ccccc2)n1/N=C/c1ccccc1,EC50,,,,,,Not Active,,,,,,False,CHEMBL1291397,Antiviral activity against influenza B virus infected in MDCK cells assessed as protection against virus-induced cytopathogenicity at 100 ug/ml after 2 days,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1287642,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL1290458,,0,355.4,0,3.95,2l,COc1ccccc1/C=N/n1c(-c2ccccc2)nc2ccccc2c1=O,EC50,,,,,,Not Active,,,,,,False,CHEMBL1291402,Antiviral activity against influenza B virus infected in MDCK cells assessed as cell viability at 100 ug/ml after 2 days by MTS assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1287642,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL1089302,,0,241.25,0,-1.90,1,Nc1ccn([C@@H]2C[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,EC50,'=',800.0,nM,6.1,,,UO_0000065,,,,,False,CHEMBL1105348,Antiviral activity against Influenza B virus Malaysia/2506/2004 infected MDCK cells assessed as inhibition of virus-induced cytopathic effect after 3 days,F,BAO_0000218,organism-based format,Influenza B virus (B/Malaysia/2506/2004),None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1156973,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,CHEMBL3308370,
CHEMBL959,RIMANTADINE,4,179.31,0,2.55,Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2,EC50,'>',200000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL4409482,Antiviral activity against Influenza B virus (B/Ned/537/05) infected in dog MDCK cells assessed as reduction in virus-induced cytopathogenicity incubated for 7 days by microscopic analysis,F,BAO_0000218,organism-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4406859,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL1629867,,0,392.44,0,3.95,10,Cc1ccccc1C(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,EC50,'>',100.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL1639705,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity by visual scoring of CPE,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL1630319,,0,358.42,0,3.78,17,CCCCC(=O)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,EC50,'>',100.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL1639705,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity by visual scoring of CPE,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL1630321,,0,428.49,0,3.50,20,Cc1ccc(S(=O)(=O)n2c(-c3ccc(S(=O)(=O)O)cc3)nc3ccccc32)cc1,EC50,'>',100.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL1639705,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity by visual scoring of CPE,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL1630308,,0,393.42,0,3.22,3,Nc1ccc(C(=O)n2c(-c3ccc(S(=O)(=O)O)cc3)nc3ccccc32)cc1,EC50,'>',4.0,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL1639706,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity after 2 to 4 days by MTS assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
CHEMBL1630309,,0,412.85,0,4.29,4,O=C(c1ccccc1Cl)n1c(-c2ccc(S(=O)(=O)O)cc2)nc2ccccc21,EC50,'>',100.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL1639706,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus induced cytopathicity after 2 to 4 days by MTS assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1629526,1,Scientific Literature,Eur. J. Med. Chem.,2010,CHEMBL3308370,
