Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL353573,,0,417.51,0,1.45,5f,CCCC(=O)N[C@@H]1[C@@H](N)C=C(C(=O)O)O[C@H]1C(=O)N(CCC)CCc1ccccc1,IC50,,,,,,Not Determined,,,,,,False,CHEMBL696967,Concentration required for reduction of plaque against influenza B; Not determined,F,BAO_0000218,organism-based format,influenza,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1134218,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL1956399,,0,355.27,0,3.82,2a,C=C(C(=O)OCCBr)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',313800.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL1956533,,0,388.55,0,3.07,4b,C=C(C(=O)OCCCN1CCN(C)CC1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',95500.0,nM,,,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL4441066,,0,381.28,None,None,5k,C=C(C(=O)NCc1ccc(B(O)O)cc1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',80000.0,nM,4.1,,,UO_0000065,,,,,False,CHEMBL4376259,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition in virus-induced cytopathic effect incubated for 40 hrs,F,BAO_0000218,organism-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4373726,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL2064604,,0,334.4,0,2.84,17,CCC(=O)Nc1cc(S(=O)(=O)Nc2ccccc2)ccc1OC,IC50,'>',66700.0,nM,,,,UO_0000065,,,,,False,CHEMBL2065306,Antiviral activity against Influenza B virus (strain B/Jifang/13/97) infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL2062433,1,Scientific Literature,Eur. J. Med. Chem.,2012,CHEMBL3308370,
CHEMBL140893,,0,614.83,2,2.77,1b,CCCCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,IC50,'=',22300.0,nM,4.65,,,UO_0000065,,,,,False,CHEMBL897739,Antiviral activity against influenza B/Sichuan/83/2000 virus in MDCK cells by CPE assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1149649,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,CHEMBL3308370,
CHEMBL222813,ZANAMIVIR,4,332.31,1,-3.58,zanamivir,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,IC50,'=',223000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL897738,Antiviral activity against influenza B/Jingfang/76/98 in MDCK cells by CPE assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1149649,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,CHEMBL3308370,
CHEMBL1956402,,0,397.35,0,4.99,2d,C=C(C(=O)OCCCCCBr)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',31200.0,nM,,,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL1956408,,0,464.65,1,5.03,3c,C=C(C(=O)OCCCCN1CCN(c2ccccc2)CC1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',79800.0,nM,,,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL109645,,0,309.27,1,-3.87,Neu5Ac,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1[C@H](O)[C@H](O)CO,IC50,'>',10000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL1200340,OSELTAMIVIR PHOSPHATE,4,410.4,0,1.29,OSV-p,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=P(O)(O)O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4362887,Antiviral activity against Influenza B virus B/Massachusetts/2/2012(BV) infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 40 hrs by Celltiter-Glo assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4359890,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL1956534,,0,402.58,0,3.46,4c,C=C(C(=O)OCCCCN1CCN(C)CC1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',92100.0,nM,,,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL1956544,,0,427.59,1,5.06,5f,C=C(C(=O)OCCCCCCCCn1cncn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',3200.0,nM,5.5,,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL160,CYCLOSPORINE,4,1202.63,None,None,Cs,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,IC50,'>',14800.0,nM,,,,UO_0000065,,,,,False,CHEMBL1697298,Antiviral activity against influenza B virus infected in MDCK cells assessed as inhibition of viral replication,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1687706,1,Scientific Literature,Antimicrob. Agents Chemother.,2008,CHEMBL3308370,
CHEMBL1956411,,0,520.76,2,6.59,3f,C=C(C(=O)OCCCCCCCCN1CCN(c2ccccc2)CC1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>',160200.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL321393,,0,282.21,0,1.18,104,CC(=O)Nc1c(OC(C)=O)cc(C(=O)O)cc1[N+](=O)[O-],IC50,'=',4000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL809002,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by fetuin assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL73669,,0,389.45,0,0.67,3b,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,IC50,'=',0.28,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL696966,Concentration required for reduction of plaque against influenza B,F,BAO_0000218,organism-based format,influenza,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1134218,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL222813,ZANAMIVIR,4,332.31,1,-3.58,1 (Zanamivir),CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,IC50,'=',4.0,nM,8.4,,,UO_0000065,,,,,False,CHEMBL802986,Inhibitory activity against sialidase of influenza B,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1131951,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL327097,,0,252.23,0,0.27,109,CC(=O)Nc1ccc(C(=O)O)cc1NC(=O)CO,IC50,'=',3000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL349042,,0,403.48,0,1.06,5e,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(=O)CC,IC50,,,,,,Not Determined,,,,,,False,CHEMBL696967,Concentration required for reduction of plaque against influenza B; Not determined,F,BAO_0000218,organism-based format,influenza,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1134218,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL315650,,0,314.34,0,-0.13,18,CC[C@H](CC(=O)O)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,IC50,,,,,,Not Determined,,,,,,False,CHEMBL750938,In vitro inhibitory activity against influenza B neuraminidase using enzymatic assay; ND=Not determined,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1132511,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL55440,,0,236.23,0,0.65,113,CC(=O)Nc1ccc(C(=O)O)cc1NC(=N)N,IC50,'=',10000.0,nM,5.0,,,UO_0000065,,,,,False,CHEMBL809002,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by fetuin assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL109004,,0,237.21,0,1.27,102,CC(=O)Nc1ccc(C(=O)O)cc1OC(C)=O,IC50,'>',10000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL1643,RIBAVIRIN,4,244.21,0,-3.01,RBV,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IC50,'=',3.27,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131382,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of plaque formation after 3 to 4 days by crystal violet staining-based assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL3124959,,0,436.53,0,3.98,12b,C=C(C(=O)NCc1cn(Cc2ccc(F)cc2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',0.73,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131382,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of plaque formation after 3 to 4 days by crystal violet staining-based assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL3603846,,0,276.3,0,-0.48,10,Cc1cnc(N)c2ncn([C@@H]3C=C(CO)[C@@H](O)[C@H]3O)c12,IC50,'=',1100.0,nM,5.96,,,UO_0000065,,,,,False,CHEMBL3607086,Antiviral activity against Influenza B virus infected in MDCK cells after 3 days by neutral red dye-based plaque reduction assay,F,BAO_0000218,organism-based format,influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3603790,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308370,
CHEMBL84696,,0,446.56,0,4.73,1,c1ccc(C(c2ccccc2)N2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)cc1,IC50,'>',25000.0,nM,,,,UO_0000065,,,,,False,CHEMBL698607,Inhibitory concentration of compound against formation of Influenza A virus (HK) plaque in plaque reduction assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1146731,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2004,None,
CHEMBL422357,,0,374.44,0,1.73,4f,CCCN(CCc1ccccc1)C(=O)[C@@H]1OC(C(=O)O)=CC[C@H]1NC(C)=O,IC50,,,,,,Not Determined,,,,,,False,CHEMBL696967,Concentration required for reduction of plaque against influenza B; Not determined,F,BAO_0000218,organism-based format,influenza,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1134218,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL96712,NEU5AC2EN,0,291.26,1,-3.07,Neu5Ac2en,CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,IC50,'=',3000.0,nM,5.52,,,UO_0000065,,,,,False,CHEMBL802987,Inhibitory activity against sialidase of influenza B,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1131952,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL109162,,0,194.19,0,0.93,108,CC(=O)Nc1ccc(C(=O)O)cc1N,IC50,'>',20000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL3126764,,0,453.97,0,4.92,9a,C=C(C(=O)OCc1cn(Cc2ccc(Cl)cc2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',12.83,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL3126788,,0,419.53,0,4.27,4a,C=C(C(=O)OCc1cn(Cc2ccccc2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'>=',7.41,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL3126770,,0,411.55,0,4.72,15a,C=C(C(=O)OCc1cn(C2CCCCC2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',18.5,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL4068760,,0,458.55,0,4.04,3l,C=C(C(=O)OC)[C@@H]1CC[C@H](C)[C@H]2C(=C(C)C(=O)[C@@H]2[C@@H](O)c2cc(OC)c(OC)c(OC)c2)C1,IC50,'>',55.56,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL3999574,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 40 hrs,F,BAO_0000219,cell-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3997818,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL436422,,0,300.36,0,-0.02,19 (Alcohol),CCC(CC)C(O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,IC50,'=',7400.0,nM,5.13,,,UO_0000065,,,,,False,CHEMBL802986,Inhibitory activity against sialidase of influenza B,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1131951,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL109781,,0,279.3,0,1.02,112,CC(=O)Nc1ccc(C(=O)O)cc1NC(=O)CCCN,IC50,'>',10000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL4567889,,0,431.55,0,3.32,5g,C=C(C(=O)OC)[C@@H]1CC[C@H](C)[C@H]2C(=C(C)C(=O)[C@H]2NS(=O)(=O)c2ccc(C)cc2)C1,IC50,'=',14100.0,nM,4.85,,,UO_0000065,,,,,False,CHEMBL4376259,Antiviral activity against Influenza B virus infected in MDCK cells assessed as inhibition in virus-induced cytopathic effect incubated for 40 hrs,F,BAO_0000218,organism-based format,influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL4373726,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,
CHEMBL2112153,,0,285.34,0,0.68,1,CCCO[C@@H]1C[C@@]2(C(=O)O)CC[C@@]1(NC(C)=O)[C@@H](O)C2,IC50,'=',660000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL802988,Inhibitory activity against sialidase of influenza B,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1131953,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL111082,,0,224.17,0,1.25,107,CC(=O)Nc1ccc(C(=O)O)cc1[N+](=O)[O-],IC50,'=',5000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL809002,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by fetuin assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL3126779,,0,452.99,0,4.49,9b,C=C(C(=O)NCc1cn(Cc2ccc(Cl)cc2)nn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',2.09,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL3131385,Antiviral activity against Influenza B virus jifang/13/97 infected in MDCK cells assessed as inhibition of virus-induced cytopathicity after 40 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL3124823,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3308370,
CHEMBL1956545,,0,455.64,1,5.84,5g,C=C(C(=O)OCCCCCCCCCCn1cncn1)[C@@H]1CC[C@H](C)[C@@H]2CC(=O)C(C)=C2C1,IC50,'=',11300.0,nM,4.95,,,UO_0000065,,,,,False,CHEMBL1960698,Antiinfluenza activity against influenza B virus infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect after 36 hrs,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1955749,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,CHEMBL3308370,
CHEMBL256197,,0,374.9,0,4.68,A3B6C1,Cn1ccnc1Sc1cnc(C(C)(C)C)nc1-c1cc(Cl)ccc1O,IC50,'=',86230.0,ug.mL-1,,Outside typical range,,UO_0000274,,,,,False,CHEMBL931656,Antiviral activity against influenza B virus expressed in dog MDCK cells assessed as reduction of virus-induced cytopathic effect,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1143112,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3308370,
CHEMBL266587,,0,628.85,2,3.16,1c,CCCCCCCCCCCCCCCCCCOCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,IC50,'=',247000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL897737,Antiviral activity against influenza B/Jifang/13/97 virus in MDCK cells by CPE assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1149649,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,CHEMBL3308370,
CHEMBL109005,,0,210.19,0,0.63,106,CC(=O)Nc1c(N)cc(C(=O)O)cc1O,IC50,'=',10000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL808329,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by MUN assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL2064588,,0,332.79,0,3.51,1h,COc1ccc(C(=O)Nc2ccccc2)cc1NC(=O)C(C)Cl,IC50,'>',22300.0,nM,,,,UO_0000065,,,,,False,CHEMBL2065306,Antiviral activity against Influenza B virus (strain B/Jifang/13/97) infected in MDCK cells assessed as inhibition of virus-induced cytopathic effect,F,BAO_0000218,organism-based format,Influenza B virus,None,None,MDCK,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL2062433,1,Scientific Literature,Eur. J. Med. Chem.,2012,CHEMBL3308370,
CHEMBL324455,,0,240.17,0,0.96,105,CC(=O)Nc1c(O)cc(C(=O)O)cc1[N+](=O)[O-],IC50,'=',1000000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL809002,The compound was tested in vitro for the inhibitory concentration against influenza B/Mem/89 sialidase from whole virus by fetuin assay,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1128587,1,Scientific Literature,J. Med. Chem.,1995,None,
CHEMBL674,OSELTAMIVIR CARBOXYLATE,0,284.36,0,0.81,GS-4071,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,IC50,'=',15.0,nM,7.82,,,UO_0000065,,,,,False,CHEMBL1034006,Antiviral activity against influenza B virus,F,BAO_0000218,organism-based format,Influenza B virus,None,None,None,None,,,,CHEMBL613129,Influenza B virus,Influenza B virus,ORGANISM,CHEMBL1136837,1,Scientific Literature,Bioorg. Med. Chem.,2009,None,
