ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX ApKa,CX BpKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL1341,METHOXYFLURANE,DA-759|METHOXIFLURANE|METHOXY FLURANE|METHOXYFLURANE|Methoxyflurane|Metofane|NSC-110432|Penthrane|Pentrane,Small molecule,4,164.97,25.0,50.0,2.03,9.23,1,0,0,2,Y,0.57,None,None,2.31,2.31,0,MOL,0,8,1,0,0,163.9607,NEUTRAL,C3H4Cl2F2O,COC(F)(F)C(Cl)Cl
CHEMBL446061,TROLAMINE,Mobisyl [as salicylate]|NSC-36718|TRIETHANOLAMINE|TROLAMINE|XERUMENEX,Small molecule,4,149.19,10.0,13.0,-1.73,63.93,4,3,0,6,N,0.42,None,8.44,-1.88,-2.96,0,MOL,0,10,4,3,0,149.1052,NEUTRAL,C6H15NO3,OCCN(CCO)CCO
CHEMBL3092041,ACETYLDIHYDROCODEINE,ACETYLDIHYDROCODEINE,Small molecule,0,343.42,4.0,9.0,2.30,48.00,5,0,0,2,N,0.77,None,9.30,1.99,0.09,1,MOL,0,25,5,0,0,343.1784,BASE,C20H25NO4,COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
CHEMBL1697829,CEFTEZOLE,CEFTEZOLE|CEFTEZOLE SODIUM,Small molecule,0,440.49,2.0,2.0,-0.94,156.09,12,2,1,7,N,0.40,2.69,None,-1.64,-5.14,2,MOL,0,28,12,2,1,440.0144,ACID,C13H12N8O4S3,O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12
CHEMBL108,CARBAMAZEPINE,ARBIL MR|CARBAGEN SR|CARBAMAZEPINE|CARNEXIV|Carbatrol|EPIMAZ|EPIMAZ RET|Epitol|Equetro|G-32883|GEIGY 32883|NSC-169864|SIRTAL RET|TEGRETOL CHEWTAB|TEGRETOL PROLONGED RELEASE|TEGRETOL-XR|TERIL RET|TIMONIL 200 RET|TIMONIL 400 RET|Tegretol|Tegretol XR|Teril,Small molecule,4,236.27,210.0,3130.0,3.39,46.33,1,1,0,0,N,0.75,None,None,2.77,2.77,2,MOL,0,18,3,2,0,236.095,NEUTRAL,C15H12N2O,NC(=O)N1c2ccccc2C=Cc2ccccc21
CHEMBL1173055,RUCAPARIB,AG-014699|AG-14447|RUCAPARIB,Small molecule,4,323.37,551.0,612.0,2.98,56.92,2,3,0,3,N,0.69,13.16,9.32,2.45,0.55,3,MOL,0,24,4,3,0,323.1434,BASE,C19H18FN3O,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1
CHEMBL1451,TRIAMCINOLONE,Aristocort|Aristocort A|DELPHICORT|FLUOXIPREDNISOLONE|Kenacort|Kenalog|NSC-13397|TRIAMCINOLONE|Triamcinolone|VOLON,Small molecule,4,394.44,217.0,443.0,0.62,115.06,6,4,0,2,N,0.55,11.75,None,0.24,0.24,0,MOL,0,28,6,4,0,394.1792,NEUTRAL,C21H27FO6,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
CHEMBL1192517,BIFEMELANE,BIFEMELANE|BIFEMELANE HYDROCHLORIDE,Small molecule,0,269.39,21.0,47.0,3.66,21.26,2,1,0,8,N,0.74,None,10.54,4.12,1.23,2,MOL,0,20,2,1,0,269.178,BASE,C18H23NO,CNCCCCOc1ccccc1Cc1ccccc1
CHEMBL976,PRAZIQUANTEL,Biltricide|CESOL|CISTICID|CYSTICIDE|Cestocur|Droncit|EMBAY 8440|EMBAY-8440|PRAZIQUANTEL,Small molecule,4,312.41,157.0,799.0,2.53,40.62,2,0,0,1,N,0.80,None,None,2.30,2.30,1,MOL,0,23,4,0,0,312.1838,NEUTRAL,C19H24N2O2,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
CHEMBL1201749,DIFLUPREDNATE,DIFLUPREDNATE|DUREZOL|W 6309|W-6309,Small molecule,4,508.56,19.0,27.0,3.52,106.97,7,1,1,6,N,0.55,13.58,None,3.00,3.00,0,MOL,0,36,7,1,1,508.2273,NEUTRAL,C27H34F2O7,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CHEMBL1077896,ROPIVACAINE,ROPIVACAINE|TLC-590|TLC590,Small molecule,4,274.41,16.0,57.0,3.51,32.34,2,1,0,4,N,0.91,13.62,7.82,4.07,3.51,1,MOL,0,20,3,1,0,274.2045,NEUTRAL,C17H26N2O,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
CHEMBL2107574,TIMEPIDIUM BROMIDE,TIMEPIDIUM BROMIDE,Small molecule,0,400.41,2.0,5.0,4.11,9.23,3,0,0,3,N,0.77,None,None,-0.60,-0.60,2,MOL,0,21,2,0,0,320.1137,NEUTRAL,C17H22BrNOS2,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1.[Br-]
CHEMBL493982,VORAPAXAR,SCH-530348|VORAPAXAR,Small molecule,4,492.59,35.0,115.0,5.63,77.52,5,1,1,5,N,0.55,None,4.32,5.04,5.04,2,MOL,0,36,6,1,1,492.2424,NEUTRAL,C29H33FN2O4,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1
CHEMBL486174,PECILOCIN,PECILOCIN|VARIOTIN,Small molecule,0,291.39,21.0,30.0,2.75,57.61,3,1,0,7,N,0.58,None,None,2.40,2.40,0,MOL,0,21,4,1,0,291.1834,NEUTRAL,C17H25NO3,CCCC[C@@H](O)/C=C(C)/C=C/C=C/C(=O)N1CCCC1=O
CHEMBL1092067,FLUDEOXYGLUCOSE F 18,18-FDG|18F|18FDG|FLUDEOXYGLUCOSE (18F)|FLUDEOXYGLUCOSE F 18|FLUDEOXYGLUCOSE F(SUP 18)|FLUDEOXYGLUCOSE F-18|FLUDEOXYGLUCOSE F18|FLUORINE F 18 FLUORODEOXYGLUCOSE|FLUORODEOXYGLUCOSE F 18|S8FDG,Small molecule,4,181.15,11.0,56.0,-2.24,90.15,5,4,0,1,N,0.37,11.02,None,-2.04,-2.04,0,MOL,0,12,5,4,0,182.0591,NEUTRAL,C6H11FO5,OC[C@H]1O[C@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O
CHEMBL1997663,ETHACIZINE,ETHACIZINE,Small molecule,0,413.54,74.0,78.0,5.12,61.88,5,1,1,7,N,0.68,12.90,9.70,4.00,1.73,2,MOL,0,29,6,1,1,413.1773,BASE,C22H27N3O3S,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2
CHEMBL1615487,IODOXAMIC ACID,B 10610|Endobil|Endomirabil|IODOXAMIC ACID|SQ 21982|Videocolangio,Small molecule,4,1287.92,2.0,23.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,1287.5856,None,C26H26I6N2O10,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I
CHEMBL3707338,MAGNESIUM PYRIDOXAL 5-PHOSPHATE GLUTAMATE,MAGNESIUM PYRIDOXAL 5-PHOSPHATE GLUTAMATE,Small molecule,0,415.58,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,393.0937,None,C13H18MgN3O9P,Cc1ncc(COP(=O)([O-])O)c(C=O)c1O.NC(=O)CC[C@H](N)C(=O)[O-].[Mg+2]
CHEMBL1282,IMIQUIMOD,Aldara|IMIQUIMOD|R-837|S-26308|S26308|ZYCLARA,Small molecule,4,240.31,132.0,585.0,2.82,56.73,4,1,0,2,N,0.75,None,5.01,2.65,2.65,3,MOL,0,18,4,2,0,240.1375,NEUTRAL,C14H16N4,CC(C)Cn1cnc2c(N)nc3ccccc3c21
CHEMBL1697737,CLOTIAZEPAM,CLOTIAZEPAM|CLOZAN,Small molecule,4,318.83,4.0,26.0,3.78,32.67,3,0,0,2,N,0.83,None,2.39,4.11,4.11,2,MOL,0,21,3,0,0,318.0594,NEUTRAL,C16H15ClN2OS,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl
CHEMBL1200973,ESTRADIOL CYPIONATE,DEPO-ESTRADIOL|Depo|ESTRADIOL 17.BETA.-CYCLOPENTANEPROPANOATE|ESTRADIOL CIPIONATE|ESTRADIOL CYPIONATE|NSC-3354,Small molecule,4,396.57,76.0,111.0,6.13,46.53,3,1,1,4,N,0.62,10.33,None,6.49,6.49,1,MOL,0,29,3,1,1,396.2664,NEUTRAL,C26H36O3,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
CHEMBL3707235,GEMIGLIPTIN,GEMIGLIPTIN|LC-15-0444|LC-150444|LC15-0444,Small molecule,3,489.37,,,2.37,92.42,5,1,0,4,N,0.66,None,8.33,1.72,0.75,1,MOL,0,33,7,2,0,489.1411,NEUTRAL,C18H19F8N5O2,N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1CC(F)(F)CCC1=O
CHEMBL1055,CHLORTHALIDONE,CHLORTALIDONE|CHLORTHALIDONE|G-33182|Hygroton|NSC-69200|Thalitone,Small molecule,4,338.77,160.0,422.0,0.92,109.49,4,3,0,2,N,0.76,8.76,None,1.60,1.59,2,MOL,0,22,6,4,0,338.0128,NEUTRAL,C14H11ClN2O4S,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
CHEMBL1561,MIGLITOL,BAY M 1099|BAY-M-1099|Diastabol|Glyset|MIGLITOL,Small molecule,4,207.23,44.0,152.0,-3.26,104.39,6,5,0,3,N,0.33,12.90,7.60,-3.19,-3.60,0,MOL,0,14,6,5,0,207.1107,NEUTRAL,C8H17NO5,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
CHEMBL3989751,NEOMYCIN,NEOMYCIN,Small molecule,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,
CHEMBL1575,ESTRAMUSTINE,ESTRAMUSTINE|Estramustine|NSC-89201|RO 22-2296/000|RO-22-2296000|RO-222296000,Small molecule,3,440.41,100.0,161.0,5.18,49.77,3,1,1,5,N,0.64,None,None,5.10,5.10,1,MOL,0,29,4,1,1,439.1681,NEUTRAL,C23H31Cl2NO3,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
CHEMBL1445,FLUOXYMESTERONE,ANDROID-F|Androxy|FLUOXIMESTERONE|FLUOXYMESTERONE|FLUOXYMESTERONE CIII|Fluoxymesterone|Halotestin|NSC-10704|NSC-12165|Ora-testryl,Small molecule,4,336.45,17.0,60.0,3.33,57.53,3,2,0,0,N,0.71,13.60,None,2.38,2.38,0,MOL,0,24,3,2,0,336.2101,NEUTRAL,C20H29FO3,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CHEMBL2105907,AZIDOCILLIN,AZIDOCILLIN|BRL 2534|SPC 297 D,Small molecule,0,375.41,,,1.67,135.47,5,2,0,5,N,0.35,3.32,None,1.19,-2.35,1,MOL,0,26,9,2,0,375.1001,ACID,C16H17N5O4S,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL1355,SODIUM CITRATE,"ANTICOAGULANT SODIUM CITRATE|CANESTEN OASIS|CYMALON|CYSTEMME|CYSTOCALM|CYSTOLEVE|E-331(III)|E331|FEMA NO. 3026|FEMA NO. 3026, ANHYDROUS-|INS NO.331(III)|INS-331(III)|Isolyte E|MICOLETTE|MICRALAX|N-1560|RELAXIT|SOD CIT|SODIUM CITRATE|SODIUM CITRATE DIHYDRATE|SODIUM CITRATE HYDRATE|URISAL",Small molecule,4,258.07,7.0,9.0,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,257.9728,None,C6H5Na3O7,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]
CHEMBL608533,MIDOSTAURIN,CGP 41251|CGP-41251|MIDOSTAURIN|Midostaurin|NVP-PKC412|PKC 412|PKC-412|RYDAPT,Small molecule,4,570.65,1162.0,2656.0,5.91,77.73,6,1,2,3,N,0.29,13.51,None,5.43,5.43,6,MOL,0,43,8,1,2,570.2267,NEUTRAL,C35H30N4O4,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL370805,COCAINE,COCAINE|IDS-NC-004|RX-0041|RX0041,Small molecule,4,303.36,39.0,797.0,1.87,55.84,5,0,0,3,N,0.80,None,8.85,2.28,0.82,1,MOL,0,22,5,0,0,303.1471,BASE,C17H21NO4,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
CHEMBL267744,TICRYNAFEN,SK&F 62698|Selacryn|TICRYNAFEN|TIENILIC ACID,Small molecule,4,331.18,124.0,643.0,3.75,63.60,4,1,0,5,N,0.85,3.22,None,3.87,0.43,2,MOL,0,20,4,1,0,329.952,ACID,C13H8Cl2O4S,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
CHEMBL1788404,BEPHENIUM,BEPHENIUM,Small molecule,0,256.37,,,3.34,9.23,1,0,0,6,N,0.72,None,None,-0.60,-0.60,2,MOL,0,19,2,0,0,256.1696,NEUTRAL,C17H22NO+,C[N+](C)(CCOc1ccccc1)Cc1ccccc1
CHEMBL1082,AMOXICILLIN,AMIX 125|AMIX 250|AMIX 500|AMOPEN|AMORAM|AMOXICILLIN|AMOXICILLIN HYDRATE|AMOXICILLIN PEDIATRIC|AMOXICILLIN TRIHYDRATE|AMOXICILLINE|AMOXIDENT 250|AMOXIDENT 500|AMOXIL FIZTAB|AMOXIL SF|AMOXYCILLIN|AMOXYMED|AMRIT|Amoxi-Inject|Amoxi-Tabs|Amoxicilline|Amoxil|Amoxycillin|Aquacil|BRL 2333|BRL-2333|Biomox|DEDOXIL|Dispermox|FLEMOXIN SOLUTAB|GALENAMOX|Larotid|MOXATAG|NSC-277174|POLYMOX|RESPILLIN|Robamox|Sumox|Trimox|UTIMOX|Vetremox|WYMOX|ZOXYCIL 250|ZOXYCIL 500,Small molecule,4,365.41,332.0,3787.0,0.02,132.96,6,4,0,4,N,0.55,3.23,7.22,-2.31,-2.67,1,MOL,0,25,8,5,0,365.1045,ACID,C16H19N3O5S,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
CHEMBL298470,TAFENOQUINE,SB-252263-AAB|TAFENOQUINE|WR 238605,Small molecule,4,463.5,17.0,142.0,5.91,78.63,6,2,1,9,N,0.41,None,10.20,4.97,2.37,3,MOL,0,33,6,3,1,463.2083,BASE,C24H28F3N3O3,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1
CHEMBL1328,PENTAGASTRIN,"AY-6608|ICI 50,123|ICI-50123|PENTAGASTRIN|Peptavlon",Small molecule,4,767.91,13.0,35.0,1.52,250.91,9,8,2,20,N,0.08,4.00,None,1.05,-2.11,3,MOL,0,54,16,9,3,767.3312,ACID,C37H49N7O9S,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
CHEMBL1201018,CEFACLOR,BACTICLOR MR|CECLOR CD|CEFACLOR|CEFACLOR MONOHYDRATE|COMPOUND 99638|COMPOUND-99638|Ceclor|DISTACLOR|DISTACLOR MR|J01DC04|KEFTID|Raniclor,Small molecule,4,385.83,17.0,32.0,0.62,112.73,5,3,0,4,N,0.67,2.83,7.23,-2.31,-2.66,1,MOL,0,24,7,4,0,367.0394,ACID,C15H16ClN3O5S,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O
CHEMBL218490,DORZOLAMIDE,DORZANT|DORZOLAMIDE|Dorzolamide|MK-507|TRUSOPT|Trusopt,Small molecule,4,324.45,45.0,604.0,0.61,106.33,6,2,0,3,N,0.85,8.16,6.88,-0.12,-0.07,1,MOL,0,19,6,3,0,324.0272,NEUTRAL,C10H16N2O4S3,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
CHEMBL403,SULBACTAM,CP-45899|CP-458992|SULBACTAM|Sulbactam,Small molecule,4,233.25,165.0,717.0,-0.79,91.75,4,1,0,1,N,0.60,3.09,None,-0.89,-4.35,0,MOL,0,15,6,1,0,233.0358,ACID,C8H11NO5S,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
CHEMBL398435,TICAGRELOR,AR-C126532XX|AZD-6140|AZD6140|BRILINTA|BRILIQUE|TICAGRELOR,Small molecule,4,522.58,12.0,50.0,2.01,138.44,11,4,2,10,N,0.23,12.94,1.06,2.28,2.28,3,MOL,0,36,10,4,1,522.1861,NEUTRAL,C23H28F2N6O4S,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
CHEMBL1481,GLIMEPIRIDE,Amaryl|GLIMEPIRIDE|HOE 490|HOE-490|NIDDARYL,Small molecule,4,490.63,137.0,856.0,3.07,124.68,5,3,0,7,N,0.54,4.32,None,3.12,2.18,1,MOL,0,34,9,3,0,490.225,ACID,C24H34N4O5S,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
CHEMBL4594250,NETARSUDIL,AR-11324 FREE BASE|AR-13324|NETARSUDIL,Small molecule,4,453.54,,,4.89,94.31,5,2,0,7,N,0.39,13.49,8.69,4.73,3.42,4,MOL,0,34,6,3,0,453.2052,BASE,C28H27N3O3,Cc1ccc(C(=O)OCc2ccc([C@@H](CN)C(=O)Nc3ccc4cnccc4c3)cc2)c(C)c1
CHEMBL4594252,ALUMINIUM OXIDE,ALUM OX|ALUMINIUM OXIDE|BRASIVOL 1|BRASIVOL 2|BRASIVOL 3,Small molecule,4,101.96,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,1,None,None,None,None,101.9478,None,Al2O3,O=[Al]O[Al]=O
CHEMBL4594284,PADELIPORFIN,PADELIPORFIN|TOOKAD|WST-11|WST11,Small molecule,4,840.26,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,839.1816,None,C37H43N5O9PdS,
CHEMBL408917,EOSIN,EOSIN|Eosin,Small molecule,0,647.9,12.0,18.0,6.72,75.99,5,2,2,0,N,0.27,6.00,None,6.96,4.78,3,MOL,0,29,5,2,2,643.7105,ACID,C20H8Br4O5,O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br
CHEMBL428,TROVAFLOXACIN,CP-99219|TROVAFLOXACIN|Trovafloxacin,Small molecule,4,416.36,143.0,627.0,1.89,101.45,6,2,0,3,N,0.68,5.22,9.44,0.14,0.14,3,MOL,0,30,7,3,0,416.1096,ZWITTERION,C20H15F3N4O3,N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12
CHEMBL684,DIETHYLCARBAMAZINE,DIETHYLCARBAMAZINE|Diethylcarbamazine|Hetrazan,Small molecule,4,199.3,25.0,93.0,0.70,26.79,2,0,0,2,Y,0.65,None,6.90,0.09,-0.03,0,MOL,0,14,4,0,0,199.1685,NEUTRAL,C10H21N3O,CCN(CC)C(=O)N1CCN(C)CC1
CHEMBL12208,HYMECROMONE,Cantabiline|HYMECROMONE|LM-94|NSC-19026|NSC-9408,Small molecule,1,176.17,142.0,269.0,1.81,50.44,3,1,0,0,Y,0.62,7.80,None,1.78,1.63,2,MOL,0,13,3,1,0,176.0473,NEUTRAL,C10H8O3,Cc1cc(=O)oc2cc(O)ccc12
CHEMBL2105231,PIPROZOLIN,GO 919|PIPROZOLIN|Probkin|W 3699,Small molecule,0,298.41,,,1.80,49.85,5,0,0,4,N,0.58,None,5.38,2.28,2.28,0,MOL,0,20,5,0,0,298.1351,NEUTRAL,C14H22N2O3S,CCOC(=O)/C=C1\SC(N2CCCCC2)C(=O)N1CC
CHEMBL3989506,TROMANTADINE,TROMANTADINE,Small molecule,0,280.41,,,1.65,41.57,3,1,0,6,N,0.75,None,8.57,1.13,-0.07,0,MOL,0,20,4,1,0,280.2151,BASE,C16H28N2O2,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2
CHEMBL1413,CICLOPIROX,CICLOPIROX|HOE 296B|HOE-296B|Loprox|PENLAC,Small molecule,4,207.27,137.0,352.0,2.44,42.23,3,1,0,1,Y,0.72,6.84,None,2.22,1.56,1,MOL,0,15,3,1,0,207.1259,NEUTRAL,C12H17NO2,Cc1cc(C2CCCCC2)n(O)c(=O)c1
CHEMBL2107691,EPROZINOL,EPROZINOL,Small molecule,0,354.49,,,3.12,35.94,4,1,0,8,N,0.79,None,7.89,2.93,2.32,2,MOL,0,26,4,1,0,354.2307,NEUTRAL,C22H30N2O2,COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1
CHEMBL2107333,DIMETHYL FUMARATE,AZL 0 211089|AZL O 211089|AZL-0211089|AZL-O-211089|BG 00012|BG 12|BG-00012|BG-12|BG00012|DIMETHYL FUMAR|DIMETHYL FUMARATE|FAG-201|FP-187|FP187|FUMARIC ACID DIMETHYL ESTER|LAS-41008|LAS41008|NSC-167432|NSC-25942|TECFIDERA,Small molecule,4,144.13,17.0,72.0,-0.11,52.60,4,0,0,2,N,0.40,None,None,0.72,0.72,0,MOL,0,10,4,0,0,144.0423,None,C6H8O4,COC(=O)/C=C/C(=O)OC
CHEMBL3559670,LYAPOLATE SODIUM,LYAPOLATE SODIUM|Peson|SODIUM APOLATE|SODIUM POLYETHYLENESULFONATE,Small molecule,0,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,
CHEMBL154126,ORMELOXIFENE,ORMELOXIFENE,Small molecule,0,457.61,13.0,92.0,6.26,30.93,4,0,1,7,N,0.42,None,9.00,6.03,4.42,3,MOL,0,34,4,0,1,457.2617,BASE,C30H35NO3,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1
CHEMBL1098,BUPIVACAINE,"Anekain|BUPIVACAINE|EXPAREL|LIQ-865|LIQ865|Marcaine|ROPIVACAINE HYDROCHLORIDE IMPURITY, BUPIVACAINE-|SKY-0402|SKY0402|Sensorcaine",Small molecule,4,288.44,26.0,107.0,3.90,32.34,2,1,0,5,N,0.89,13.62,8.00,4.52,3.82,1,MOL,0,21,3,1,0,288.2202,NEUTRAL,C18H28N2O,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
CHEMBL960,LEFLUNOMIDE,Arava|HWA-486|L04AA13|LEFLUNOMIDE|SU-101|SU101|SULOL,Small molecule,4,270.21,176.0,1112.0,3.25,55.13,3,1,0,2,N,0.91,13.72,None,2.51,2.51,2,MOL,0,19,4,1,0,270.0616,NEUTRAL,C12H9F3N2O2,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
CHEMBL3707352,POLICOSANOL,POLICOSANOL,Small molecule,4,,,,,,,,,,,,,,,,,NONE,0,,,,,,,,
CHEMBL3707386,FERROUS TARTRATE,FERROUS TARTRATE,Small molecule,0,203.91,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,203.9357,None,C4H4FeO6,
CHEMBL3707388,"MERCURY, METALLIC","MERCURY, METALLIC",Small molecule,0,200.59,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,1,None,None,None,None,201.9706,None,Hg,
CHEMBL3989507,EDETATE DISODIUM,DISODIUM EDETATE|EDETATE DISODIUM|ETHYLENEDIAMINETETRAACETATE|ETHYLENEDINITRILOTETRAACETATE DISODIUM|Endrate|SODIUM EDETATE|SODIUM VERSENATE,Small molecule,4,372.24,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,336.0546,None,C10H18N2Na2O10,O.O.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+]
CHEMBL417,EPIRUBICIN,EPIRUBICIN|Ellence|Epirubicin|NSC-256942,Small molecule,4,543.53,145.0,1007.0,0.00,206.07,12,6,3,5,N,0.24,8.00,9.03,0.53,0.10,2,MOL,0,39,12,7,3,543.1741,BASE,C27H29NO11,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
CHEMBL221886,SISOMICIN,SCH 13475|SISOMICIN|SISSOMICIN,Small molecule,3,447.53,135.0,726.0,-3.85,213.72,12,8,2,6,N,0.20,12.55,9.59,-4.32,-11.46,0,MOL,0,31,12,12,2,447.2693,BASE,C19H37N5O7,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
CHEMBL3833360,PHENYLMERCURIC NITRATE,PHENYLMERCURIC NITRATE|Phenmerzyl Nitrate,Small molecule,0,634.4,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,637.0101,None,C12H11Hg2NO4,
CHEMBL3833355,PHENYLMERCURIC BORATE,PHENYLMERCURIC BORATE,Small molecule,0,633.22,,,None,None,None,None,None,None,None,None,None,None,None,None,None,NONE,0,None,None,None,None,636.032,None,C12H13BHg2O4,
CHEMBL248702,DEXFENFLURAMINE,DEXFENFLURAMINE|Dexfenfluramine,Small molecule,4,231.26,129.0,632.0,3.25,12.03,1,1,0,4,N,0.84,None,10.22,3.47,0.79,1,MOL,0,16,1,1,0,231.1235,BASE,C12H16F3N,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
